,primerid,Pr(>Chisq),coef,FDR
10700,Sh3bgrl,3.6965066433691194e-11,0.008750092449859637,1.3340238857610437e-10
10701,Sh3bgrl2,1.374325408801078e-05,-0.02573398780162432,2.826774672685789e-05
10702,Sh3bgrl3,2.880275107449438e-18,0.16135990552809742,3.60935290436683e-17
10703,Sh3bp1,1.1434692911014596e-13,0.0708635509781273,6.10704503153183e-13
10704,Sh3bp2,0.0035728443500903356,0.009231565220615787,0.00611867855370445
10705,Sh3bp4,0.415479069153194,,0.4903724441837117
10706,Sh3bp5,1.0358761915265185e-09,-0.0796500120741726,3.1295914140501724e-09
10707,Sh3bp5l,1.8496218294087577e-10,0.024422406794160953,6.092820049115312e-10
10708,Sh3d19,0.41498038523718206,-0.002360346987086979,0.48999307062603203
10709,Sh3d21,0.7654579593395042,,0.811050970792689
10710,Sh3gl1,1.2936473712128008e-14,0.04300176445053844,8.205963269804192e-14
10711,Sh3glb1,2.1385922615368363e-19,0.0916176706521088,3.2483101361496866e-18
10712,Sh3glb2,1.3579854263816484e-12,-0.0057461684228375665,6.05877164733607e-12
10713,Sh3kbp1,1.834947025284269e-20,0.17810847664091656,3.3371891820367326e-19
10714,Sh3pxd2a,0.5877407213772449,0.0004832363318230896,0.6487504160990244
10715,Sh3pxd2b,0.8911819900508623,,0.9134613938324204
10716,Sh3rf1,0.08345641546892148,0.007249889785330926,0.12372997689707527
10717,Sh3yl1,0.9363013752553105,0.0005540665190307179,0.9503273321177047
10718,Shank1,0.3224407619943492,,0.40652888919874985
10719,Sharpin,3.9848608365749755e-17,0.026606391541544094,4.079907146899208e-16
10720,Shb,0.36167957003203505,,0.44684933850744424
10721,Shc1,8.116997555329678e-11,-0.008976891152038285,2.803426791848246e-10
10722,Shc4,0.4472291338425752,,0.5131236895469473
10723,Shcbp1,0.6111023390801803,0.00015314981884630065,0.6708460473798172
10724,Shcbp1l,0.4650877054130252,,0.5300933672152086
10725,She,0.19055844914370396,0.007685980185388373,0.26272535368051836
10726,Shf,0.14791298054574423,,0.20900155562290704
10727,Shisa5,3.7443620016975894e-59,0.29753316686051745,5.0739776066141253e-57
10728,Shkbp1,4.613775768112086e-14,0.06612569234818189,2.6265077704631487e-13
10729,Shmt1,0.039134976772807084,0.004263897997391564,0.06059411324675026
10730,Shmt2,1.865705975508583e-11,-0.05386367265775163,7.030476552202736e-11
10731,Shoc2,8.780112152738397e-13,0.02672688276483909,4.0358733014682445e-12
10732,Shpk,0.07756351376271756,-0.00040683790874304626,0.11551372559296219
10733,Shprh,5.907480177477281e-13,0.03751849883785849,2.786798328091842e-12
10734,Shq1,0.00011992964488904593,-0.015504777226118347,0.00023019963222557877
10735,Shtn1,0.896630392615052,,0.9182207369582313
10736,Siae,1.6483240469246467e-06,0.004277241177240106,3.648840805225538e-06
10737,Siah1a,0.0016742096844875973,0.009046336883054163,0.0029463873515390335
10738,Siah1b,0.31703937090102957,0.0020648754981970685,0.4010357998164209
10739,Siah2,0.04448164450671915,0.006674260808286259,0.06841273955400824
10740,Siah3,0.3079925543061204,-0.004032360327140481,0.3917290617565068
10741,Sidt1,4.430009613223177e-20,0.07560970616110324,7.540836560833836e-19
10742,Sidt2,1.1444539796501896e-07,0.010207200680350761,2.803729689245821e-07
10743,Sigirr,2.1247830826505707e-19,0.06287252755747236,3.2308857831018908e-18
10744,Siglec1,0.17817243366745295,,0.2476070156999331
10745,Sigmar1,4.1841089108122974e-14,-0.053333017683810935,2.3927494151943556e-13
10746,Sik1,0.00021105126778708542,0.006607638633640781,0.0003981371125089524
