"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tmem59",4309.0038256871,-0.187983294032772,0.0957633147006544,-1.96299903173138,0.0496462865439187,0.255513134157884
"Arhgef18",9980.70929439852,0.291783801079077,0.0933474302803485,3.12578289731992,0.00177332414738473,0.0294657672194542
"Xkr8",137.772413792218,-0.154425770721179,0.267881317956379,-0.576470848729827,0.564296968302404,0.821981320414628
"AK039608",1.70373127939442,-1.04292051860845,2.87689235955274,-0.362516350375581,0.716966207446023,NA
"Csrp1",1711.47089830103,-0.197464985981881,0.104710595415686,-1.88581666638388,0.0593196642395451,0.283646082252026
"Pvrl3",1.61021918280125,-4.04986307166517,3.79740060569976,-1.06648296879357,0.286205373562953,NA
"Rapgef4",1752.31164267148,0.499856696245788,0.120921263196811,4.13373697090994,3.56911926825099e-05,0.00134399992754603
"Ddx49",829.006007197718,0.0516814038537339,0.192560318549977,0.268390726827347,0.788398576680717,0.930591977276743
"Dhx38",2069.91046079922,0.184298327539819,0.119116798496253,1.54720685802864,0.121813372793966,0.41595060451797
"Alox15",0.335459734986998,1.96424848545599,4.04347668501133,0.48578207282293,0.627121686098705,NA
"Asap2",30.0156493363009,1.39099407106542,0.960897914894655,1.44759817822887,0.147729460961533,0.455471085849208
"Fam102a",9482.52235672508,0.0305483968505541,0.0759614982871768,0.402156323129174,0.687568983912432,0.887498838090514
"Rtn2",1.31756302862391,-0.69294263908994,3.0852149675892,-0.224601088212472,0.822289618246292,NA
"1300002E11Rik",745.313593935179,0.400831348118776,0.185409780088918,2.16186734015081,0.0306284030603855,0.191435388706818
"Skil",4632.50603155773,-0.193425769378941,0.0871959246442815,-2.2182891020197,0.0265351267615497,0.174930486070856
"Cbx4",4116.684891175,0.00887904449764219,0.0897644010895465,0.0989149862291701,0.921205769970794,0.973299668185786
"Gm13251",62.351768219211,-0.0221207477996083,0.477877370948208,-0.0462895904773982,0.96307943601268,0.987018468168371
"Rala",1311.21633977375,-0.04508447346068,0.117126601879795,-0.384920869700886,0.70029604322747,0.89484906079488
"Zbtb34",506.953647435519,0.421987585321725,0.178407480462165,2.36530208390683,0.0180153695158454,0.137898640290263
